File,LA_RA_rr,LL_LA_rr,LL_RA_rr,Vx_RL_rr
end1.csv,9.13656828414207,9.484742371185593,9.484742371185593,9.484742371185593
high1.csv,12.444222111055526,12.400700350175086,12.444222111055526,12.313656828414208
high2.csv,11.834917458729365,11.834917458729365,11.834917458729365,11.834917458729365
high3.csv,15.27313656828414,15.27313656828414,15.27313656828414,15.186093046523263
high4.csv,11.704352176088046,11.704352176088046,10.094047023511756,11.704352176088046
high5.csv,14.92496248124062,14.92496248124062,14.92496248124062,14.92496248124062
high6.csv,12.139569784892446,12.139569784892446,12.096048024012006,12.096048024012006
high7.csv,13.619309654827415,13.662831415707855,13.662831415707855,13.662831415707855
low1.csv,10.094047023511756,10.094047023511756,10.137568784392196,10.137568784392196
low2.csv,12.487743871935969,12.487743871935969,12.487743871935969,12.487743871935969
low3.csv,11.791395697848925,11.747873936968485,11.791395697848925,11.791395697848925
low4.csv,11.878439219609803,11.878439219609803,11.878439219609803,11.834917458729365
low5.csv,9.00600300150075,9.00600300150075,9.00600300150075,9.00600300150075
low6.csv,13.010005002501249,12.922961480740371,12.96648324162081,12.96648324162081
mid1.csv,12.226613306653325,12.226613306653325,12.226613306653325,12.226613306653325
mid2.csv,10.7903951975988,10.83391695847924,10.7903951975988,10.83391695847924
mid3.csv,12.574787393696848,12.574787393696848,12.574787393696848,12.574787393696848
mid4.csv,14.011005502751377,13.923961980990494,13.923961980990494,13.923961980990494
mid5.csv,12.357178589294648,12.400700350175086,12.400700350175086,12.444222111055526
start1.csv,10.61630815407704,10.61630815407704,10.61630815407704,10.61630815407704
